Coverage;Discr.;patType;ov;un;finKmin;finKmax;maxNbPat;patPreference;obj;PCR;DC;IPC;Size;Other
50;30;tag;20;20;2;15;5;-1;9;;;;;
50;30;tag;20;20;2;15;5;0;9;;;;;
50;30;tag;20;20;2;15;5;1;9;;;;;
50;30;tag;20;20;2;15;5;2;9;;;;;
50;30;tag;20;20;2;15;5;3;9;;;;;
50;30;tag;20;20;3;15;5;-1;9;;;;;
50;30;tag;20;20;3;15;5;0;9;;;;;
50;30;tag;20;20;3;15;5;1;9;;;;;
50;30;tag;20;20;3;15;5;2;9;;;;;
50;30;tag;20;20;3;15;5;3;9;;;;;
70;10;pat;20;20;2;15;5;-1;9;;;;;
70;10;pat;20;20;2;15;5;0;9;;;;;
70;10;pat;20;20;2;15;5;1;9;;;;;
70;10;pat;20;20;2;15;5;2;9;;;;;
70;10;pat;20;20;2;15;5;3;9;;;;;
70;10;pat;20;20;3;15;5;-1;9;;;;;
70;10;pat;20;20;3;15;5;0;9;;;;;
70;10;pat;20;20;3;15;5;1;9;;;;;
70;10;pat;20;20;3;15;5;2;9;;;;;
70;10;pat;20;20;3;15;5;3;9;;;;;
70;30;pat;20;20;2;15;5;-1;9;;;;;
70;30;pat;20;20;2;15;5;0;9;;;;;
70;30;pat;20;20;2;15;5;1;9;;;;;
70;30;pat;20;20;2;15;5;2;9;;;;;
70;30;pat;20;20;2;15;5;3;9;;;;;
70;30;pat;20;20;3;15;5;-1;9;;;;;
70;30;pat;20;20;3;15;5;0;9;;;;;
70;30;pat;20;20;3;15;5;1;9;;;;;
70;30;pat;20;20;3;15;5;2;9;;;;;
70;30;pat;20;20;3;15;5;3;9;;;;;
70;50;pat;20;20;2;15;5;-1;9;0.88;0.88;0.95;4;[]
70;50;pat;20;20;2;15;5;0;9;0.88;0.88;0.95;4;[]
70;50;pat;20;20;2;15;5;1;9;0.88;0.88;0.95;4;[]
70;50;pat;20;20;2;15;5;2;9;0.88;0.88;0.95;4;[]
70;50;pat;20;20;2;15;5;3;9;0.88;0.88;0.95;4;[]
70;50;pat;20;20;3;15;5;-1;9;0.88;0.88;0.95;4;[]
70;50;pat;20;20;3;15;5;0;9;0.88;0.88;0.95;4;[]
70;50;pat;20;20;3;15;5;1;9;0.88;0.88;0.95;4;[]
70;50;pat;20;20;3;15;5;2;9;0.88;0.88;0.95;4;[]
70;50;pat;20;20;3;15;5;3;9;0.88;0.88;0.95;4;[]
70;10;tag;20;20;2;15;5;-1;9;;;;;
70;10;tag;20;20;2;15;5;0;9;;;;;
70;10;tag;20;20;2;15;5;1;9;;;;;
70;10;tag;20;20;2;15;5;2;9;;;;;
70;10;tag;20;20;2;15;5;3;9;;;;;
70;10;tag;20;20;3;15;5;-1;9;;;;;
70;10;tag;20;20;3;15;5;0;9;;;;;
70;10;tag;20;20;3;15;5;1;9;;;;;
70;10;tag;20;20;3;15;5;2;9;;;;;
70;10;tag;20;20;3;15;5;3;9;;;;;
70;30;tag;20;20;2;15;5;-1;9;;;;;
70;30;tag;20;20;2;15;5;0;9;;;;;
70;30;tag;20;20;2;15;5;1;9;;;;;
70;30;tag;20;20;2;15;5;2;9;;;;;
70;30;tag;20;20;2;15;5;3;9;;;;;
70;30;tag;20;20;3;15;5;-1;9;;;;;
70;30;tag;20;20;3;15;5;0;9;;;;;
70;30;tag;20;20;3;15;5;1;9;;;;;
70;30;tag;20;20;3;15;5;2;9;;;;;
70;30;tag;20;20;3;15;5;3;9;;;;;
70;50;tag;20;20;2;15;5;-1;9;0.87;0.87;0.74;2;[]
70;50;tag;20;20;2;15;5;0;9;0.87;0.87;0.74;2;[]
70;50;tag;20;20;2;15;5;1;9;0.87;0.87;0.74;2;[]
70;50;tag;20;20;2;15;5;2;9;0.87;0.87;0.74;2;[]
70;50;tag;20;20;2;15;5;3;9;0.87;0.87;0.74;2;[]
70;50;tag;20;20;3;15;5;-1;9;;;;;
70;50;tag;20;20;3;15;5;0;9;;;;;
70;50;tag;20;20;3;15;5;1;9;;;;;
70;50;tag;20;20;3;15;5;2;9;;;;;
70;50;tag;20;20;3;15;5;3;9;;;;;
